product_code,description,cost_price,selling_price,markup_percent,vendor_name,category
DS-2CD2186G2H-I(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 30 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2769.7,4016.06,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2186G2H-ISU(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 30 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2899.07,4203.65,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2186G2H-ISU(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 30 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2899.07,4203.65,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2186G2H-ISU(2.8mm)(eF)/O-STD/BLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 30 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2954.34,4283.79,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2346G2H-I(2.8mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2229.57,3232.88,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2346G2H-I(4mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2229.57,3232.88,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2346G2H-IU(2.8mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2301.17,3336.7,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2346G2H-IU(4mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
-U:Built-in micphone",2301.17,3336.7,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2346G2H-IU(2.8mm)(eF)(O-STD)/BLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",2365.23,3429.58,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2386G2H-I(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",2951.83,4280.15,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2386G2H-I(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",2951.83,4280.15,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2386G2H-IU(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3013.38,4369.4,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2386G2H-IU(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3013.38,4369.4,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2386G2H-IU(2.8mm)(eF)(O-STD)/BLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3077.44,4462.29,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-2I(2.8mm)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2430.55,3524.3,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-2I(4mm)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2430.55,3524.3,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-2I(2.8mm)(eF)(O-STD)/BLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2582.54,3744.68,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-4I(2.8mm)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2549.88,3697.33,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-4I(4mm)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2549.88,3697.33,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-4I(2.8mm)(eF)(O-STD)/BLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2685.54,3894.03,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T46G2H-4I(4mm)(eF)(O-STD)(BLACK),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.001 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/30fps(2688×1520, 2304×1296, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;",2685.54,3894.03,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-2I(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3352.52,4861.15,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-2I(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3352.52,4861.15,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-2I(2.8mm)(eF)(O-STD)/BLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3414.07,4950.4,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-4I(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3453.01,5006.86,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-4I(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3453.01,5006.86,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-4I(2.8mm)(eF)(O-STD)/BLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3510.79,5090.65,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2T86G2H-4I(4mm)(eF)(O-STD)(BLACK),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.0, AGC ON), 0 lux with LED on; 25fps/24fps(3840×2160), 25fps/30fps (3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect service;
-U:Built-in micphone",3510.79,5090.65,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2646G2HT-IZS(2.8-12mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*Junction box is included in the camera package",4089.85,5930.28,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2646G2HT-IZS(2.8-12)/eF/O-STD/BLK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*Junction box is included in the camera package",4155.17,6025.0,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2686G2HT-IZS(2.8-12mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.2, AGC ON), 0 lux with LED on;
25/24fps(3840×2160), 25fps/30fps(3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 2.8-12mm
Audio/Alarm I/O, pigtail",4908.83,7117.8,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2686G2HT-IZS(2.8-12)/eF/O-STD/BLK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG;
Color: 0.0008 lux @(F1.2, AGC ON), 0 lux with LED on;
25/24fps(3840×2160), 25fps/30fps(3200x1800, 2688×1520, 1920×1080); VCA functions; 3 streams; 3D DNR; BLC; ICR; IR LED; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 2.8-12mm
Audio/Alarm I/O, pigtail",4964.1,7197.95,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2646G2H-IZS(2.8-12mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*New Water-proof Socket Design",4089.85,5930.28,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2646G2H-IZS(2.8-12mm)eF/O-STDBLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*New Water-proof Socket Design",4155.17,6025.0,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2686G2H-IZS(2.8-12mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.2, AGC ON),0 Lux with light
25fps/24fps(3840 × 2160, 3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED;IR, up to 40m DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*New Water-proof Socket Design",4908.83,7117.8,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2686G2H-IZS(2.8-12mm)eF/O-STDBLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.2, AGC ON),0 Lux with light
25fps/24fps(3840 × 2160, 3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED;IR, up to 40m DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
*New Water-proof Socket Design",4964.1,7197.95,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2746G2H-IPTRZS(2.8-12mm)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",4109.95,5959.43,45,HIKVISION SA,PTRZ+ AcuSense with F1.0
DS-2CD2746G2H-IPTRZS(2.8-12mm)O-STDBLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",4174.01,6052.31,45,HIKVISION SA,PTRZ+ AcuSense with F1.0
DS-2CD2786G2H-IPTRZS(2.8-12mm)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.2, AGC ON),0 Lux with light
25fps/24fps(3840 × 2160, 3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED;IR, up to 40m DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",5190.2,7525.79,45,HIKVISION SA,PTRZ+ AcuSense with F1.0
DS-2CD2786G2H-IPTRZS(2.8-12mm)O-STDBLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.2, AGC ON),0 Lux with light
25fps/24fps(3840 × 2160, 3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED;IR, up to 40m DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service;",5245.46,7605.92,45,HIKVISION SA,PTRZ+ AcuSense with F1.0
DS-2CD2H46G2H-IZSY(2.8-12mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Anti-Corrossion;
*New Water-proof Socket Design",4089.85,5930.28,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2H86G2H-IZSY(2.8-12mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.2, AGC ON),0 Lux with light
25fps/24fps(3840 × 2160, 3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720); VCA functions; 3 streams; 3D DNR; BLC; ICR; 3000K Warm LED;IR, up to 40m DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Anti-Corrossion;
*New Water-proof Socket Design",5171.35,7498.46,45,HIKVISION SA,AcuSense with F1.0
DS-2CD2046G2H-I2U/SL(2.8mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",2313.73,3354.91,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2046G2H-I2U/SL(4mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",2313.73,3354.91,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2046G2H-I2U/SL(2.8mm)/eFO-STDBLACK,"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",2372.77,3440.52,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2086G2H-I2U/SL(2.8mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connec+K63:K81t cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",2968.16,4303.83,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2086G2H-I2U/SL(4mm)(eF)(O-STD),"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connec+K63:K81t cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",2968.16,4303.83,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2086G2H-I2U/SL(2.8mm)/eFO-STDBLACK,"1/1.8"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.0008 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/24fps(3840×2160);25fps/30 fps (3200 × 1800, 2688 × 1520, 1920 × 1080, 1280 × 720) VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connec+K63:K81t cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker;
Strobe light & Audio alarm;",3025.94,4387.61,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
DS-2CD2346G2H-IS2U/SL(2.8mm)(eF)(O-STD),"1/3"" Progressive Scan CMOS; H.265+/H.265/H.264+/H.264/MJPEG; 
Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light; 
25fps/30fps (2688 × 1520, 1920 × 1080, 1280 × 720) ; VCA functions; 3 streams; 3D DNR; BLC; ICR; EXIR, Up to 40 m; DC12V&PoE; Built-in micro SD/SDHC/SDXC slot; HIK-Connect cloud service; 
Two-way audio; Built-in Dual-Array Microphone and enhanced speaker; Strobe light & Audio alarm;",2440.6,3538.87,45,HIKVISION SA,Two-way Audio & Live Guard Cameras
